timestamp_utc,asset,side,price_inr,quantity,notional_inr,fee_inr,tds_inr,realized_pnl_inr
2026-08-26T11:18:27+00:00,APEINR,buy,14.205099,421.96000000,5993.98,5.99,0.00,
2026-08-26T11:18:27+00:00,TOKENINR,buy,0.224812,10664.94960000,2397.61,2.40,0.00,
2026-08-26T11:54:23+00:00,XRPINR,buy,141.117523,6.70000000,945.49,0.95,0.00,
2026-08-26T11:54:23+00:00,APEINR,sell,13.966014,421.96000000,5893.10,5.89,58.93,-112.77
2026-08-26T11:54:23+00:00,BONKINR,buy,0.000300,12944277.00000000,3885.22,3.89,0.00,
2026-08-26T11:54:23+00:00,PEPEINR,buy,0.000380,4089808.00000000,1554.09,1.55,0.00,
2026-08-26T11:54:23+00:00,GALAINR,buy,0.180870,3436.92000000,621.64,0.62,0.00,
2026-08-26T11:54:23+00:00,TOKENINR,sell,0.216592,10664.94960000,2309.94,2.31,23.10,-205.15
2026-08-26T13:31:54+00:00,BTCINR,buy,7792715.410500,0.00020000,1558.54,1.56,0.00,
2026-08-26T13:31:54+00:00,XRPINR,sell,137.232349,6.70000000,919.46,0.92,9.19,-233.05
2026-08-26T13:31:54+00:00,SUIINR,buy,75.088526,16.30000000,1223.94,1.22,0.00,
2026-08-26T13:31:54+00:00,PEPEINR,sell,0.000370,4089808.00000000,1511.25,1.51,15.11,-278.95
2026-08-26T13:31:54+00:00,TOSHIINR,buy,0.012599,110280.00000000,1389.45,1.39,0.00,
2026-08-26T13:31:54+00:00,PENGUINR,buy,0.924342,601.00000000,555.53,0.56,0.00,
2026-08-26T13:31:54+00:00,BONKINR,sell,0.000294,12944277.00000000,3799.83,3.80,38.00,-372.03
2026-08-26T13:31:54+00:00,GALAINR,sell,0.176911,3436.92000000,608.03,0.61,6.08,-386.87
2026-08-26T13:31:54+00:00,SHIBINR,buy,0.000522,5429228.00000000,2835.47,2.84,0.00,
2026-08-26T15:57:40+00:00,XRPINR,buy,137.099515,8.20000000,1124.22,1.12,0.00,
2026-08-26T15:57:40+00:00,SUIINR,sell,73.267348,16.30000000,1194.26,1.19,11.94,-418.97
2026-08-26T15:57:40+00:00,NEARINR,buy,181.440675,6.40000000,1161.22,1.16,0.00,
2026-08-26T15:57:40+00:00,PENGUINR,sell,0.875022,601.00000000,525.89,0.53,5.26,-449.69
2026-08-26T15:57:40+00:00,BOMEINR,buy,0.101389,7719.00000000,782.62,0.78,0.00,
2026-08-26T15:57:40+00:00,TOSHIINR,sell,0.012404,110280.00000000,1367.89,1.37,13.68,-474.01
2026-08-26T15:57:40+00:00,BIOINR,buy,2.812005,399.70000000,1123.96,1.12,0.00,
2026-08-26T18:16:30+00:00,BIOINR,sell,2.761119,399.70000000,1103.62,1.10,11.04,-496.58
2026-08-26T18:16:30+00:00,ALTINR,buy,0.630215,1751.00000000,1103.51,1.10,0.00,
2026-08-26T20:28:12+00:00,BOMEINR,sell,0.099767,7719.00000000,770.10,0.77,7.70,-510.65
2026-08-26T20:28:12+00:00,ALTINR,sell,0.610595,1751.00000000,1069.15,1.07,10.69,-547.17
2026-08-26T20:28:12+00:00,PEPEINR,buy,0.000369,4150941.00000000,1532.05,1.53,0.00,
2026-08-26T20:28:12+00:00,ORCAINR,buy,123.271605,4.97000000,612.66,0.61,0.00,
2026-08-26T23:57:08+00:00,XRPINR,sell,141.007461,8.20000000,1156.26,1.16,11.56,-517.41
2026-08-26T23:57:08+00:00,NEARINR,sell,187.596155,6.40000000,1200.62,1.20,12.01,-480.38
2026-08-26T23:57:08+00:00,PYTHINR,buy,4.987392,329.30000000,1642.35,1.64,0.00,
2026-08-26T23:57:08+00:00,ORCAINR,sell,127.156390,4.97000000,631.97,0.63,6.32,-462.31
2026-08-26T23:57:08+00:00,POLYXINR,buy,3.536767,291.68390000,1031.62,1.03,0.00,
2026-08-26T23:57:09+00:00,PEPEINR,sell,0.000382,4150941.00000000,1583.62,1.58,15.84,-413.85
