timestamp_utc,asset,side,price_inr,quantity,notional_inr,fee_inr,tds_inr,realized_pnl_inr
2026-09-04T17:54:27+00:00,PYTHINR,buy,5.394796,122.00000000,658.17,0.66,0.00,
2026-09-04T17:54:27+00:00,RIFINR,buy,7.697847,68.00000000,523.45,0.52,0.00,
2026-09-04T17:54:27+00:00,SUSHIINR,sell,18.625683,29.10000000,542.01,0.54,5.42,-988.89
2026-09-04T17:54:27+00:00,SEIINR,buy,4.744171,111.50000000,528.98,0.53,0.00,
2026-09-04T17:54:27+00:00,GALAINR,sell,0.173023,3164.69000000,547.57,0.55,5.48,-1009.2
2026-09-04T17:54:27+00:00,SHIBINR,sell,0.000516,1051761.00000000,542.44,0.54,5.42,-1028.74
2026-09-04T17:54:27+00:00,TOSHIINR,buy,0.011819,54056.00000000,638.88,0.64,0.00,
2026-09-04T17:54:27+00:00,HMSTRINR,buy,0.017475,29248.00000000,511.10,0.51,0.00,
2026-09-04T21:15:19+00:00,NEARINR,sell,208.955470,3.30000000,689.55,0.69,6.90,-993.03
2026-09-04T21:15:19+00:00,SUIINR,buy,75.802882,7.10000000,538.20,0.54,0.00,
2026-09-04T21:15:19+00:00,TRBINR,sell,1681.758700,0.30800000,517.98,0.52,5.18,-1008.62
2026-09-04T21:15:19+00:00,DOTINR,buy,86.505231,6.24070000,539.85,0.54,0.00,
2026-09-04T21:15:19+00:00,RENDERINR,sell,141.988970,3.94000000,559.44,0.56,5.59,-1018.71
2026-09-04T21:15:19+00:00,APTINR,buy,58.519245,9.26000000,541.89,0.54,0.00,
2026-09-04T21:15:19+00:00,FARTCOININR,sell,16.209891,33.43000000,541.90,0.54,5.42,-1035.67
2026-09-04T21:15:19+00:00,TRXINR,buy,33.016500,16.30000000,538.17,0.54,0.00,
2026-09-04T21:15:19+00:00,RIFINR,sell,7.538229,68.00000000,512.60,0.51,5.13,-1047.56
2026-09-04T21:15:19+00:00,SUSHIINR,buy,19.411701,27.50000000,533.82,0.53,0.00,
2026-09-04T21:15:19+00:00,SEIINR,sell,4.697650,111.50000000,523.79,0.52,5.24,-1053.8
2026-09-04T21:15:19+00:00,BOMEINR,buy,0.083301,6380.00000000,531.46,0.53,0.00,
2026-09-04T21:15:19+00:00,TOSHIINR,sell,0.011644,54056.00000000,629.44,0.63,6.29,-1064.51
2026-09-04T21:15:19+00:00,BRISEINR,buy,0.000002,347247602.00000000,549.62,0.55,0.00,
2026-09-04T23:22:07+00:00,SUIINR,sell,74.921521,7.10000000,531.94,0.53,5.32,-1071.84
2026-09-04T23:22:07+00:00,ICPINR,buy,246.123000,2.21000000,543.93,0.54,0.00,
2026-09-04T23:22:07+00:00,ADAINR,sell,20.795597,24.80000000,515.73,0.52,5.16,-1080.71
2026-09-04T23:22:07+00:00,RENDERINR,buy,143.211570,3.75000000,537.04,0.54,0.00,
2026-09-04T23:22:07+00:00,APTINR,sell,57.821075,9.26000000,535.42,0.54,5.35,-1088.26
2026-09-04T23:22:07+00:00,ONDOINR,buy,35.391687,15.10000000,534.41,0.53,0.00,
