timestamp_utc,asset,side,price_inr,quantity,notional_inr,fee_inr,tds_inr,realized_pnl_inr
2026-08-30T19:59:58+00:00,BTCINR,buy,7927962.000000,0.00037000,2933.35,2.93,0.00,
2026-08-30T19:59:58+00:00,ETHINR,buy,251413.043700,0.00840000,2111.87,2.11,0.00,
2026-08-30T19:59:58+00:00,BNBINR,buy,70375.370100,0.02100000,1477.88,1.48,0.00,
2026-08-30T19:59:58+00:00,SOLINR,buy,10654.324500,0.09700000,1033.47,1.03,0.00,
2026-08-30T19:59:58+00:00,USDTINR,buy,100.600275,7.25000000,729.35,0.73,0.00,
2026-08-30T19:59:58+00:00,LINKINR,buy,1170.514965,0.43000000,503.32,0.50,0.00,
2026-09-02T06:16:30+00:00,SOLINR,sell,9966.914050,0.09700000,966.79,0.97,9.67,-68.68
2026-09-02T06:16:30+00:00,XRPINR,buy,135.225579,4.70000000,635.56,0.64,0.00,
