rank,account,entry_mode,entry_rsi,exit_rsi,take_profit_pct,stop_loss_pct,position_size_pct,max_hold_hours,round_trips,win_rate,avg_win_pct,avg_loss_pct,profit_factor,final_value,pnl,pnl_pct,max_drawdown_pct,fees_paid,tds_paid
252,acc_395,momentum,30,80,6,5,30,72,176,55.682,5.51,-4.315,1.283,9581.668,-418.332,-4.183,14.913,269.71,1313.032
253,acc_163,dip,33,72,6,1,30,0,109,31.193,5.768,-1.534,1.431,9578.178,-421.822,-4.218,11.17,209.507,1034.248
254,acc_219,dip,40,80,3,2,30,0,182,58.791,3.634,-2.596,1.597,9575.58,-424.42,-4.244,6.972,312.824,1563.162
255,acc_350,momentum,25,85,15,1.5,20,168,195,23.077,10.545,-2.373,1.159,9559.154,-440.846,-4.408,13.411,230.84,1122.341
256,acc_275,momentum,15,85,12,5,30,72,130,43.077,7.558,-3.687,1.211,9544.694,-455.306,-4.553,16.836,207.237,999.467
257,acc_343,momentum,25,76,15,2,60,720,122,28.689,8.934,-2.896,1.135,9538.107,-461.893,-4.619,14.515,259.335,1256.556
258,acc_294,momentum,18,80,3,5,20,72,282,61.348,3.696,-3.634,1.498,9532.231,-467.769,-4.678,12.62,342.064,1682.038
259,acc_246,dip,45,80,10,3,20,72,138,42.029,5.03,-2.577,1.133,9506.678,-493.322,-4.933,9.461,180.746,876.943
260,acc_345,momentum,25,80,6,3,10,168,129,43.411,5.599,-3.869,1.045,9499.295,-500.705,-5.007,10.76,144.225,699.152
261,acc_173,dip,33,85,4,1.5,40,720,93,37.634,4.933,-2.043,1.362,9496.673,-503.327,-5.033,12.732,228.317,1126.427
262,acc_467,momentum,40,76,10,3,30,168,184,41.304,6.871,-3.498,1.19,9496.298,-503.702,-5.037,13.7,247.49,1202.238
263,acc_116,dip,28,76,4,1.5,80,72,32,56.25,4.029,-1.92,1.544,9494.165,-505.835,-5.058,11.56,260.489,1307.755
264,acc_465,momentum,40,76,3,3,10,336,210,59.524,3.5,-3.437,1.368,9476.308,-523.692,-5.237,8.281,231.363,1137.497
265,acc_202,dip,40,60,5,2,50,336,175,58.286,3.358,-2.459,1.632,9438.95,-561.05,-5.611,9.482,381.763,1912.104
266,acc_366,momentum,28,76,5,3,20,168,215,46.512,5.233,-3.398,1.251,9415.587,-584.413,-5.844,13.313,263.435,1286.376
267,acc_181,dip,36,64,6,2,40,720,114,50.0,4.301,-2.47,1.291,9359.593,-640.407,-6.404,10.462,232.083,1157.868
268,acc_267,momentum,15,76,8,3,30,72,227,44.934,5.56,-3.269,1.246,9356.228,-643.772,-6.438,16.586,303.47,1483.369
269,acc_087,dip,25,72,3,1,60,168,28,46.429,3.432,-1.769,1.351,9355.367,-644.633,-6.446,8.865,206.288,1034.421
270,acc_221,dip,40,80,10,2,40,720,85,25.882,8.801,-2.541,0.914,9348.334,-651.666,-6.517,10.904,161.273,769.68
271,acc_274,momentum,15,85,8,1.5,50,720,166,28.313,8.253,-2.376,1.174,9347.769,-652.231,-6.522,14.758,297.006,1447.219
272,acc_186,dip,36,68,15,1,50,336,116,25.0,5.419,-1.607,0.968,9336.448,-663.552,-6.636,14.996,241.72,1172.228
273,acc_288,momentum,18,72,6,3,40,0,205,51.22,4.395,-3.304,1.22,9334.965,-665.035,-6.65,11.683,302.689,1478.049
274,acc_192,dip,36,76,8,1.5,30,720,99,24.242,7.104,-2.178,0.895,9328.503,-671.497,-6.715,11.133,160.467,764.255
275,acc_249,dip,45,85,8,1.5,10,168,126,23.016,6.789,-2.075,0.861,9312.777,-687.223,-6.872,8.485,143.522,696.196
276,acc_334,momentum,25,68,5,5,20,168,266,60.526,3.159,-3.088,1.405,9288.152,-711.848,-7.118,11.082,325.577,1599.301
277,acc_385,momentum,30,68,10,3,10,336,214,51.869,3.741,-3.15,1.164,9284.347,-715.653,-7.157,8.756,233.542,1147.575
278,acc_224,dip,40,85,8,1,40,0,134,19.403,8.801,-1.582,1.086,9283.573,-716.427,-7.164,10.432,242.368,1179.391
279,acc_229,dip,45,60,15,3,40,720,202,65.347,2.975,-3.474,1.437,9256.64,-743.36,-7.434,12.383,338.193,1684.348
280,acc_213,dip,40,72,6,1.5,40,720,133,33.083,5.729,-2.075,1.153,9253.586,-746.414,-7.464,9.63,230.351,1121.014
281,acc_435,momentum,36,68,10,5,30,168,262,60.687,3.246,-3.136,1.386,9243.306,-756.694,-7.567,12.402,350.422,1719.998
282,acc_244,dip,45,80,3,2,80,168,113,55.752,3.645,-2.518,1.432,9231.95,-768.05,-7.681,13.901,353.159,1750.879
283,acc_389,momentum,30,72,12,3,50,0,157,43.949,5.847,-3.661,1.105,9213.787,-786.213,-7.862,15.242,281.192,1367.9
284,acc_165,dip,33,76,2,1,40,720,144,56.25,2.726,-1.617,1.885,9206.672,-793.328,-7.933,13.466,492.326,2472.489
285,acc_242,dip,45,76,8,2,50,720,96,28.125,8.114,-2.642,0.937,9195.792,-804.208,-8.042,12.7,199.836,962.844
286,acc_421,momentum,33,80,12,2,50,0,140,26.429,10.502,-2.971,1.009,9194.893,-805.107,-8.051,16.048,240.169,1161.451
287,acc_190,dip,36,76,2,1.5,20,72,227,60.352,2.686,-2.043,1.671,9188.813,-811.187,-8.112,9.185,399.736,2006.658
288,acc_209,dip,40,68,5,1.5,10,72,189,38.624,3.996,-1.896,1.167,9187.203,-812.797,-8.128,9.781,211.51,1052.041
289,acc_368,momentum,28,76,15,3,40,72,210,42.857,5.414,-3.153,1.15,9174.613,-825.387,-8.254,16.188,319.066,1559.965
290,acc_289,momentum,18,72,12,1.5,10,168,188,30.851,5.79,-2.379,1.009,9174.38,-825.62,-8.256,10.609,206.45,1012.49
291,acc_201,dip,40,60,3,1,10,72,301,47.841,3.019,-1.572,1.564,9117.285,-882.715,-8.827,10.032,350.49,1755.889
292,acc_315,momentum,22,76,2,5,30,72,338,69.527,2.871,-3.942,1.501,9112.108,-887.892,-8.879,14.572,458.569,2263.65
293,acc_243,dip,45,76,15,1,30,0,165,16.364,10.749,-1.649,0.992,9108.541,-891.459,-8.915,12.311,232.625,1130.942
294,acc_194,dip,36,80,3,1.5,50,336,132,50.0,3.684,-2.163,1.296,9095.062,-904.938,-9.049,12.454,312.047,1541.862
295,acc_182,dip,36,64,12,1,20,72,203,35.961,3.961,-1.505,1.314,9086.447,-913.553,-9.136,12.769,309.047,1538.94
296,acc_211,dip,40,68,15,1.5,30,0,146,30.137,5.573,-2.113,0.972,9073.495,-926.505,-9.265,13.52,220.543,1079.142
297,acc_241,dip,45,76,5,1,10,168,190,26.316,5.212,-1.553,1.059,9060.016,-939.984,-9.4,11.17,212.558,1050.768
298,acc_236,dip,45,68,15,1.5,80,168,107,27.103,5.859,-2.088,1.149,9059.578,-940.422,-9.404,16.012,335.551,1638.755
299,acc_499,momentum,45,85,10,2,30,168,207,28.986,8.836,-2.812,1.076,9048.841,-951.159,-9.512,17.776,278.523,1358.238
300,acc_299,momentum,18,85,8,2,30,72,284,33.451,6.785,-2.581,1.195,9038.074,-961.926,-9.619,16.541,372.106,1828.967
301,acc_238,dip,45,72,6,2,20,72,211,41.706,4.104,-2.231,1.107,9002.251,-997.749,-9.977,13.243,260.56,1285.689
302,acc_180,dip,36,64,3,5,80,168,39,74.359,2.861,-5.08,0.985,8987.524,-1012.476,-10.125,15.571,197.282,987.272
303,acc_183,dip,36,68,2,2,60,168,139,62.59,2.861,-2.458,1.541,8970.715,-1029.285,-10.293,12.64,485.137,2435.141
304,acc_448,momentum,36,85,5,3,40,72,238,45.378,5.113,-3.137,1.177,8962.79,-1037.21,-10.372,17.031,347.017,1700.39
305,acc_269,momentum,15,80,3,3,40,720,257,59.922,3.84,-4.058,1.275,8958.088,-1041.912,-10.419,16.019,393.171,1932.847
306,acc_438,momentum,36,72,8,2,20,168,280,38.214,5.329,-2.541,1.175,8954.607,-1045.393,-10.454,15.717,344.314,1693.784
307,acc_489,momentum,45,72,15,1.5,10,336,214,27.57,6.201,-2.308,0.951,8947.809,-1052.191,-10.522,12.783,233.604,1148.353
308,acc_240,dip,45,76,2,2,40,0,341,61.29,2.832,-2.531,1.622,8923.377,-1076.623,-10.766,15.209,590.512,2958.563
309,acc_320,momentum,22,80,6,2,40,0,241,36.929,6.372,-2.801,1.161,8907.81,-1092.19,-10.922,16.338,361.876,1773.888
310,acc_416,momentum,33,76,5,5,40,72,192,51.562,4.609,-3.445,1.128,8903.214,-1096.786,-10.968,16.23,310.152,1514.633
311,acc_258,momentum,15,68,2,5,50,720,285,71.228,2.394,-3.076,1.581,8893.601,-1106.399,-11.064,14.855,490.226,2419.361
312,acc_184,dip,36,68,5,1,30,720,173,30.636,4.716,-1.559,1.173,8838.649,-1161.351,-11.614,14.776,293.694,1468.808
313,acc_321,momentum,22,80,12,1,10,168,221,17.647,8.365,-1.859,0.9,8815.877,-1184.123,-11.841,12.95,240.074,1180.263
314,acc_423,momentum,33,85,5,2,60,720,201,41.294,5.774,-2.792,1.198,8794.176,-1205.824,-12.058,16.948,390.076,1914.2
315,acc_196,dip,36,80,10,1.5,80,168,47,23.404,6.579,-2.212,0.746,8771.464,-1228.536,-12.285,19.309,184.977,912.79
316,acc_470,momentum,40,80,8,1.5,20,336,251,24.701,7.882,-2.377,1.016,8757.782,-1242.218,-12.422,16.144,306.403,1502.514
317,acc_311,momentum,22,68,15,3,60,336,221,54.299,3.456,-3.074,1.176,8688.096,-1311.904,-13.119,17.31,437.494,2152.361
318,acc_215,dip,40,76,2,1.5,60,336,180,57.222,2.872,-2.093,1.4,8685.904,-1314.096,-13.141,15.433,478.312,2371.571
319,acc_337,momentum,25,72,4,2,10,168,250,41.2,4.227,-2.796,0.995,8682.438,-1317.562,-13.176,14.511,268.814,1326.579
320,acc_442,momentum,36,76,10,2,60,0,166,30.723,7.464,-2.822,1.033,8668.992,-1331.008,-13.31,20.084,350.457,1715.047
321,acc_265,momentum,15,76,2,3,10,168,298,60.738,2.728,-3.494,1.1,8667.042,-1332.958,-13.33,13.995,318.432,1574.527
322,acc_263,momentum,15,72,6,2,60,336,219,42.922,4.843,-2.621,1.218,8664.503,-1335.497,-13.355,15.939,422.666,2079.486
323,acc_441,momentum,36,76,6,1,10,336,273,26.374,6.034,-1.924,1.036,8659.184,-1340.816,-13.408,14.301,294.228,1454.505
324,acc_484,momentum,45,68,6,2,80,720,114,48.246,3.253,-2.58,1.025,8647.176,-1352.824,-13.528,22.286,322.835,1574.713
325,acc_309,momentum,22,68,5,3,50,0,276,57.609,3.179,-2.83,1.307,8644.033,-1355.967,-13.56,17.381,462.023,2278.541
326,acc_364,momentum,28,72,12,2,80,336,121,39.669,5.816,-2.916,1.059,8635.127,-1364.873,-13.649,17.406,360.71,1765.594
327,acc_495,momentum,45,80,8,1.5,80,0,115,26.957,8.399,-2.474,1.052,8624.094,-1375.906,-13.759,20.973,356.755,1745.773
328,acc_410,momentum,33,68,10,3,60,0,209,52.153,3.723,-3.207,1.153,8599.616,-1400.384,-14.004,17.651,425.091,2090.034
329,acc_341,momentum,25,76,5,2,50,0,260,42.308,4.957,-2.744,1.19,8564.65,-1435.35,-14.353,17.466,439.307,2162.547
330,acc_369,momentum,28,80,4,1.5,10,168,276,35.145,4.56,-2.299,0.992,8561.141,-1438.859,-14.389,15.642,295.158,1458.833
331,acc_497,momentum,45,85,3,2,10,336,283,45.936,3.81,-2.969,1.011,8525.019,-1474.981,-14.75,15.73,303.514,1501.102
332,acc_412,momentum,33,72,4,3,80,336,92,48.913,4.278,-4.112,0.901,8495.934,-1504.066,-15.041,18.02,272.892,1323.452
333,acc_400,momentum,30,85,15,2,40,72,235,27.234,7.894,-2.597,0.96,8474.326,-1525.674,-15.257,22.59,338.028,1655.513
334,acc_387,momentum,30,72,4,3,30,72,332,53.614,3.623,-3.143,1.168,8467.835,-1532.165,-15.322,19.023,423.13,2085.515
335,acc_372,momentum,28,85,2,3,80,336,153,61.438,2.969,-3.781,1.246,8455.047,-1544.953,-15.45,18.164,477.368,2352.633
336,acc_305,momentum,22,64,4,3,10,168,345,55.942,2.52,-2.523,1.154,8449.832,-1550.168,-15.502,17.388,371.61,1843.258
337,acc_286,momentum,18,68,15,3,20,72,337,49.555,3.261,-2.697,1.081,8438.283,-1561.717,-15.617,19.411,393.991,1943.227
338,acc_339,momentum,25,72,12,2,30,72,318,39.623,4.481,-2.521,1.056,8438.222,-1561.778,-15.618,19.753,406.865,2004.129
339,acc_463,momentum,40,72,8,2,60,720,173,35.838,5.883,-2.937,0.945,8401.347,-1598.653,-15.987,18.419,324.001,1582.289
340,acc_469,momentum,40,80,4,3,50,72,247,51.417,4.239,-3.545,1.09,8350.114,-1649.886,-16.499,18.857,410.589,2018.763
341,acc_398,momentum,30,85,5,2,20,168,276,34.42,5.758,-2.817,0.973,8346.766,-1653.234,-16.532,18.779,326.873,1604.917
342,acc_230,dip,45,64,4,1.5,20,72,323,41.486,3.555,-1.976,1.135,8344.238,-1655.762,-16.558,18.945,400.361,1997.19
343,acc_245,dip,45,80,6,1,40,720,185,20.541,6.747,-1.623,0.863,8326.096,-1673.904,-16.739,19.503,304.727,1493.98
344,acc_346,momentum,25,80,12,1,50,720,212,16.509,10.472,-1.878,0.959,8313.523,-1686.477,-16.865,20.387,362.752,1777.574
345,acc_293,momentum,18,76,15,1.5,40,720,217,23.041,8.081,-2.397,0.872,8307.162,-1692.838,-16.928,19.724,328.762,1608.708
346,acc_222,dip,40,85,2,1,20,72,386,48.964,2.681,-1.566,1.457,8272.441,-1727.559,-17.276,18.72,567.302,2842.391
347,acc_234,dip,45,68,5,1.5,50,336,198,33.838,4.726,-2.105,0.975,8267.016,-1732.984,-17.33,19.544,343.994,1705.718
348,acc_457,momentum,40,64,15,2,10,336,368,47.283,2.555,-1.954,1.077,8265.013,-1734.987,-17.35,19.572,395.888,1965.988
349,acc_409,momentum,33,68,6,1.5,10,336,317,38.801,3.338,-2.061,0.933,8255.31,-1744.69,-17.447,18.665,337.505,1670.611
350,acc_371,momentum,28,80,12,1.5,30,72,292,27.397,6.406,-2.213,0.965,8245.158,-1754.842,-17.548,21.345,383.266,1885.426
351,acc_488,momentum,45,72,8,3,40,72,269,45.725,4.302,-3.011,1.03,8234.968,-1765.032,-17.65,22.061,392.068,1925.813
352,acc_261,momentum,15,68,15,2,40,720,343,46.647,3.709,-2.296,1.167,8234.295,-1765.705,-17.657,21.517,497.75,2459.231
353,acc_325,momentum,22,85,15,1,50,0,199,13.065,12.105,-1.863,0.845,8233.216,-1766.784,-17.668,20.084,340.323,1665.063
354,acc_490,momentum,45,76,3,3,60,0,189,53.439,3.715,-3.703,1.021,8230.757,-1769.243,-17.692,19.283,375.184,1839.758
355,acc_290,momentum,18,76,2,3,50,720,311,63.666,2.748,-3.593,1.228,8208.59,-1791.41,-17.914,21.083,511.059,2524.119
356,acc_380,momentum,30,64,4,5,80,336,195,65.128,2.324,-2.622,1.484,8182.108,-1817.892,-18.179,19.969,634.051,3140.409
357,acc_207,dip,40,64,12,1,60,336,170,30.588,4.371,-1.559,0.951,8161.493,-1838.507,-18.385,21.617,370.958,1839.559
358,acc_205,dip,40,64,4,1,40,720,246,37.805,3.893,-1.583,1.14,8149.613,-1850.387,-18.504,20.72,444.13,2216.592
359,acc_444,momentum,36,80,4,2,80,720,116,43.103,4.568,-2.823,0.964,8130.417,-1869.583,-18.696,20.832,372.105,1823.156
360,acc_256,momentum,15,64,6,5,40,0,373,57.105,2.507,-2.29,1.287,8101.363,-1898.637,-18.986,22.022,560.202,2772.999
361,acc_362,momentum,28,72,4,2,50,720,305,46.557,3.966,-2.653,1.119,8100.852,-1899.148,-18.991,21.995,484.069,2388.373
362,acc_188,dip,36,72,6,1,80,168,98,27.551,5.386,-1.662,0.956,8079.361,-1920.639,-19.206,23.385,362.418,1813.367
363,acc_297,momentum,18,85,2,2,10,168,332,50.904,2.947,-2.984,0.945,8073.613,-1926.387,-19.264,19.827,353.939,1753.016
364,acc_203,dip,40,60,10,1,30,0,303,37.624,3.748,-1.616,1.176,8071.915,-1928.085,-19.281,21.707,481.338,2406.311
365,acc_353,momentum,28,60,10,5,10,168,415,54.217,1.704,-1.508,1.164,8049.998,-1950.002,-19.5,20.778,449.038,2232.14
366,acc_232,dip,45,64,12,1.5,40,0,229,33.188,4.371,-2.077,0.843,8004.373,-1995.627,-19.956,23.796,353.559,1749.609
367,acc_257,momentum,15,64,12,2,10,168,385,45.974,2.772,-2.169,0.997,7999.459,-2000.541,-20.005,21.507,409.256,2032.657
368,acc_357,momentum,28,64,12,5,50,0,306,57.843,2.427,-2.448,1.171,7906.877,-2093.123,-20.931,24.834,548.964,2715.015
369,acc_314,momentum,22,72,12,1.5,50,720,252,30.159,5.698,-2.306,0.863,7900.277,-2099.723,-20.997,23.898,397.748,1954.146
370,acc_270,momentum,15,80,6,1.5,20,72,358,30.447,5.338,-2.254,0.952,7867.445,-2132.555,-21.326,22.689,416.304,2055.024
371,acc_419,momentum,33,80,4,2,30,168,358,40.503,4.494,-2.815,0.996,7864.429,-2135.571,-21.356,23.466,441.496,2177.429
372,acc_486,momentum,45,72,2,3,20,336,366,58.197,2.671,-3.4,0.994,7830.678,-2169.322,-21.693,23.639,432.997,2139.23
373,acc_342,momentum,25,76,10,1,20,168,343,20.117,7.465,-1.915,0.901,7826.363,-2173.637,-21.736,23.572,403.172,1989.202
374,acc_264,momentum,15,72,12,1,40,0,352,24.716,6.779,-1.883,1.003,7801.38,-2198.62,-21.986,24.208,495.117,2446.02
375,acc_454,momentum,40,64,2,5,20,168,471,61.783,2.031,-2.339,1.25,7797.737,-2202.263,-22.023,23.74,570.082,2828.693
376,acc_373,momentum,28,85,5,1.5,50,0,256,30.469,6.166,-2.42,0.973,7777.756,-2222.244,-22.222,24.435,437.196,2151.964
377,acc_408,momentum,33,68,3,3,40,72,429,56.876,2.786,-2.636,1.214,7772.105,-2227.895,-22.279,25.818,611.6,3031.422
378,acc_424,momentum,33,85,10,1,40,72,324,22.84,6.731,-1.877,0.939,7677.721,-2322.279,-23.223,27.942,468.133,2308.303
379,acc_355,momentum,28,64,4,5,30,72,454,56.388,2.274,-2.067,1.243,7673.431,-2326.569,-23.266,25.645,596.185,2956.108
380,acc_347,momentum,25,85,2,3,30,72,401,58.354,2.845,-3.38,1.063,7657.966,-2342.034,-23.42,26.012,520.385,2574.94
381,acc_226,dip,45,60,3,1,50,336,377,44.297,3.023,-1.563,1.351,7647.069,-2352.931,-23.529,26.232,717.95,3579.945
382,acc_295,momentum,18,80,6,1.5,60,336,220,28.636,6.318,-2.486,0.92,7644.227,-2355.773,-23.558,25.481,429.268,2111.174
383,acc_406,momentum,33,64,8,3,20,168,459,51.198,2.574,-2.272,1.083,7605.557,-2394.443,-23.944,26.338,550.694,2731.552
384,acc_247,dip,45,85,2,1,60,336,331,45.921,2.933,-1.67,1.37,7601.198,-2398.802,-23.988,27.041,751.171,3756.411
385,acc_440,momentum,36,76,3,2,40,72,346,45.665,3.486,-2.573,1.02,7580.936,-2419.064,-24.191,27.659,504.692,2493.738
386,acc_392,momentum,30,76,10,1.5,40,72,311,30.225,5.348,-2.28,0.879,7572.473,-2427.527,-24.275,28.004,446.298,2200.033
387,acc_310,momentum,22,68,10,1.5,20,72,478,39.331,3.575,-1.963,1.051,7558.037,-2441.963,-24.42,25.778,551.311,2733.728
388,acc_413,momentum,33,72,8,1.5,50,0,272,31.985,5.117,-2.253,0.885,7554.962,-2445.038,-24.45,27.626,450.263,2218.555
389,acc_284,momentum,18,68,5,2,80,336,201,49.254,3.358,-2.523,1.126,7545.304,-2454.696,-24.547,26.977,608.515,3012.22
390,acc_259,momentum,15,68,5,2,30,0,424,44.811,3.398,-2.43,1.035,7447.923,-2552.077,-25.521,26.463,539.871,2672.299
391,acc_390,momentum,30,76,3,1.5,20,168,502,40.04,3.97,-2.283,1.073,7443.71,-2556.29,-25.563,26.878,579.0,2873.218
392,acc_360,momentum,28,68,10,2,40,72,383,44.386,3.26,-2.283,0.979,7391.328,-2608.672,-26.087,28.413,541.295,2678.022
393,acc_431,momentum,36,64,8,3,60,720,339,54.572,2.554,-2.406,1.165,7391.122,-2608.878,-26.089,28.729,644.368,3194.11
394,acc_459,momentum,40,68,6,2,30,168,399,44.11,3.389,-2.447,0.97,7356.289,-2643.711,-26.437,29.509,520.687,2574.747
395,acc_367,momentum,28,76,10,1,60,720,272,20.588,7.275,-1.895,0.887,7327.239,-2672.761,-26.728,29.195,494.651,2440.306
396,acc_228,dip,45,60,10,1,80,168,173,39.306,3.396,-1.64,1.109,7285.887,-2714.113,-27.141,29.243,619.895,3090.08
397,acc_335,momentum,25,68,10,1.5,60,720,293,37.543,3.879,-2.208,0.973,7263.042,-2736.958,-27.37,31.127,559.503,2766.934
398,acc_456,momentum,40,64,8,5,40,72,415,55.422,2.256,-2.189,1.089,7252.121,-2747.879,-27.479,30.032,606.173,3004.188
399,acc_316,momentum,22,76,5,1.5,80,336,190,30.526,5.255,-2.364,0.939,7202.248,-2797.752,-27.978,30.214,529.999,2616.869
400,acc_377,momentum,30,60,6,2,10,336,468,46.795,1.882,-1.718,0.858,7182.61,-2817.39,-28.174,29.31,500.815,2492.216
401,acc_358,momentum,28,68,3,2,20,168,515,49.709,2.72,-2.426,1.008,7124.017,-2875.983,-28.76,30.292,589.307,2925.259
402,acc_291,momentum,18,76,5,1.5,30,72,426,31.69,4.674,-2.204,0.926,7113.131,-2886.869,-28.869,30.927,526.374,2604.926
403,acc_330,momentum,25,64,4,3,50,720,370,51.892,2.436,-2.285,1.039,7067.947,-2932.053,-29.321,31.467,625.831,3101.678
404,acc_307,momentum,22,64,12,3,30,72,510,52.353,2.392,-2.148,1.083,7066.28,-2933.72,-29.337,32.125,660.406,3279.096
405,acc_332,momentum,25,64,12,3,80,336,189,56.085,2.413,-2.298,0.98,7057.939,-2942.061,-29.421,33.204,595.21,2944.821
406,acc_394,momentum,30,80,4,1.5,60,0,257,31.518,4.675,-2.354,0.827,7032.944,-2967.056,-29.671,30.828,474.187,2337.878
407,acc_312,momentum,22,72,4,1.5,40,0,405,37.284,4.109,-2.26,0.957,7032.527,-2967.473,-29.675,32.259,572.383,2834.327
408,acc_466,momentum,40,76,6,1,60,0,285,24.211,5.937,-1.903,0.893,7027.423,-2972.577,-29.726,32.265,533.38,2635.527
409,acc_281,momentum,18,64,8,1,10,168,445,33.034,2.836,-1.645,0.766,7003.965,-2996.035,-29.96,29.96,470.638,2341.842
410,acc_266,momentum,15,76,5,1,50,720,375,26.933,5.253,-1.825,0.95,6949.033,-3050.967,-30.51,32.039,581.866,2880.348
411,acc_361,momentum,28,72,2,1,10,168,450,35.333,2.558,-1.722,0.725,6881.197,-3118.803,-31.188,31.356,473.526,2355.85
412,acc_415,momentum,33,76,3,1.5,60,720,327,39.755,3.647,-2.27,0.927,6772.818,-3227.182,-32.272,34.42,591.584,2928.231
413,acc_254,momentum,15,60,15,5,20,72,611,55.155,1.73,-1.622,1.139,6734.139,-3265.861,-32.659,34.089,736.045,3664.339
414,acc_491,momentum,45,76,6,1.5,30,168,346,25.723,5.654,-2.465,0.736,6706.516,-3293.484,-32.935,35.294,453.185,2236.556
415,acc_322,momentum,22,85,2,2,50,720,419,50.358,3.043,-2.903,0.959,6704.731,-3295.269,-32.953,33.657,623.246,3088.674
416,acc_479,momentum,45,64,2,5,60,720,338,59.467,1.964,-2.466,0.976,6694.53,-3305.47,-33.055,35.068,643.594,3189.974
417,acc_445,momentum,36,80,8,1,50,72,336,22.024,6.124,-1.834,0.785,6683.024,-3316.976,-33.17,35.798,526.701,2602.987
418,acc_383,momentum,30,68,3,2,60,720,336,49.405,2.62,-2.508,0.963,6670.062,-3329.938,-33.299,35.214,645.626,3200.258
419,acc_363,momentum,28,72,8,1,30,72,450,24.444,4.652,-1.717,0.82,6629.337,-3370.663,-33.707,36.61,567.305,2811.193
420,acc_329,momentum,25,64,2,1.5,10,168,497,43.058,2.133,-1.956,0.736,6561.142,-3438.858,-34.389,34.536,525.05,2613.677
421,acc_282,momentum,18,64,12,2,50,720,456,45.395,2.734,-2.008,1.01,6557.164,-3442.836,-34.428,37.727,720.52,3578.052
422,acc_481,momentum,45,64,10,1,10,336,452,30.31,2.505,-1.583,0.618,6551.896,-3448.104,-34.481,34.646,475.485,2366.288
423,acc_323,momentum,22,85,5,1,30,72,477,23.061,5.371,-1.694,0.855,6516.993,-3483.007,-34.83,37.147,593.473,2942.238
424,acc_464,momentum,40,72,15,1,40,72,425,25.176,4.402,-1.761,0.766,6508.616,-3491.384,-34.914,37.384,565.821,2800.445
425,acc_461,momentum,40,72,2,2,50,72,441,49.433,2.678,-2.373,1.0,6503.337,-3496.663,-34.967,37.078,698.195,3464.5
426,acc_268,momentum,15,76,15,1,80,168,164,21.341,5.474,-1.979,0.668,6494.971,-3505.029,-35.05,36.326,492.134,2426.656
427,acc_429,momentum,36,64,2,3,50,0,457,58.425,2.003,-2.165,1.102,6453.152,-3546.848,-35.468,36.728,783.021,3892.051
428,acc_344,momentum,25,80,4,1,40,0,466,28.541,4.776,-1.852,0.921,6433.782,-3566.218,-35.662,36.984,649.674,3222.223
429,acc_462,momentum,40,72,5,1,20,168,474,25.949,4.241,-1.787,0.76,6423.657,-3576.343,-35.763,37.142,543.704,2697.976
430,acc_381,momentum,30,64,8,2,50,0,445,45.843,2.817,-2.193,0.961,6422.402,-3577.598,-35.776,37.878,700.482,3476.752
431,acc_348,momentum,25,85,5,1,80,336,198,21.212,6.0,-1.838,0.719,6400.66,-3599.34,-35.993,37.223,530.291,2619.128
432,acc_434,momentum,36,68,6,1.5,60,0,342,35.965,3.588,-2.121,0.856,6390.723,-3609.277,-36.093,37.892,616.806,3054.87
433,acc_388,momentum,30,72,8,1,80,336,176,25.0,3.603,-1.625,0.641,6381.62,-3618.38,-36.184,37.537,522.353,2578.758
434,acc_285,momentum,18,68,10,1,40,720,448,28.795,3.921,-1.663,0.821,6332.359,-3667.641,-36.676,39.111,624.072,3094.055
435,acc_378,momentum,30,60,10,5,50,720,490,53.673,1.679,-1.528,1.107,6281.781,-3718.219,-37.182,38.653,809.614,4025.61
436,acc_277,momentum,18,60,5,5,40,720,525,53.524,1.677,-1.566,1.066,6278.706,-3721.294,-37.213,38.584,778.015,3868.887
437,acc_472,momentum,40,85,3,1.5,40,72,443,36.117,3.536,-2.183,0.836,6262.885,-3737.115,-37.371,38.479,616.466,3055.356
438,acc_326,momentum,25,60,3,3,20,168,689,55.007,1.794,-1.778,1.091,6257.696,-3742.304,-37.423,38.953,809.596,4033.673
439,acc_430,momentum,36,64,5,1.5,20,168,606,38.119,2.836,-1.786,0.914,6255.347,-3744.653,-37.447,38.564,690.013,3432.4
440,acc_280,momentum,18,64,4,2,40,0,499,46.493,2.696,-2.16,0.95,6147.257,-3852.743,-38.527,40.221,726.847,3610.971
441,acc_482,momentum,45,64,15,2,60,0,340,43.824,2.746,-2.19,0.886,6108.431,-3891.569,-38.916,39.605,683.311,3389.725
442,acc_376,momentum,30,60,3,5,40,72,618,56.796,1.581,-1.478,1.176,6096.262,-3903.738,-39.037,40.586,889.974,4431.513
443,acc_401,momentum,33,60,4,1,10,336,553,35.986,1.863,-1.42,0.648,6091.169,-3908.831,-39.088,39.198,582.481,2902.697
444,acc_262,momentum,15,72,4,1,20,72,560,29.286,3.738,-1.758,0.792,6077.967,-3922.033,-39.22,40.398,625.718,3108.43
445,acc_333,momentum,25,68,3,1.5,50,0,489,43.149,2.93,-2.035,0.988,6040.553,-3959.447,-39.594,39.969,787.413,3914.599
446,acc_287,momentum,18,72,4,1,60,336,404,30.198,3.999,-1.714,0.909,6033.164,-3966.836,-39.668,41.33,724.694,3597.668
