timestamp_utc,asset,side,price_inr,quantity,notional_inr,fee_inr,tds_inr,realized_pnl_inr
2026-08-26T11:19:54+00:00,BTCINR,buy,7858809.240900,0.00012000,943.06,0.94,0.00,
2026-08-26T11:19:54+00:00,ETHINR,buy,246551.013900,0.00360000,887.58,0.89,0.00,
2026-08-26T11:19:54+00:00,BNBINR,buy,70431.898350,0.01100000,774.75,0.77,0.00,
2026-08-26T11:19:54+00:00,SOLINR,buy,9736.565850,0.07500000,730.24,0.73,0.00,
2026-08-26T11:19:55+00:00,USDTINR,buy,99.639795,6.67000000,664.60,0.66,0.00,
2026-08-26T11:19:55+00:00,LINKINR,buy,1149.054240,0.52000000,597.51,0.60,0.00,
2026-08-26T11:19:55+00:00,TRUMPINR,buy,227.413650,2.37100000,539.20,0.54,0.00,
2026-08-26T11:55:42+00:00,BNBINR,sell,69608.778200,0.01100000,765.70,0.77,7.66,-10.59
2026-08-26T11:55:42+00:00,LINKINR,sell,1128.595420,0.52000000,586.87,0.59,5.87,-22.42
2026-08-26T11:55:42+00:00,TRUMPINR,sell,222.008940,2.37100000,526.38,0.53,5.26,-36.3
2026-08-26T11:55:42+00:00,ONDOINR,buy,36.691336,18.20000000,667.78,0.67,0.00,
2026-08-26T11:55:42+00:00,FARTCOININR,buy,21.220605,28.47000000,604.15,0.60,0.00,
2026-08-26T11:55:42+00:00,RENDERINR,buy,151.555740,3.58000000,542.57,0.54,0.00,
2026-08-26T13:32:01+00:00,BTCINR,sell,7747674.524850,0.00012000,929.72,0.93,9.30,-51.51
2026-08-26T13:32:01+00:00,ETHINR,sell,242416.930900,0.00360000,872.70,0.87,8.73,-68.15
2026-08-26T13:32:01+00:00,SOLINR,sell,9533.530850,0.07500000,715.01,0.72,7.15,-84.82
2026-08-26T13:32:01+00:00,TRUMPINR,buy,226.082985,3.26500000,738.16,0.74,0.00,
2026-08-26T13:32:01+00:00,TRBINR,buy,1756.177650,0.37800000,663.84,0.66,0.00,
2026-08-26T13:32:01+00:00,ICPINR,buy,237.768825,2.51000000,596.80,0.60,0.00,
2026-08-26T13:32:01+00:00,FARTCOININR,sell,20.410789,28.47000000,581.10,0.58,5.81,-109.06
2026-08-26T13:32:01+00:00,ONDOINR,sell,35.982999,18.20000000,654.89,0.65,6.55,-123.28
2026-08-26T13:32:01+00:00,RENDERINR,sell,149.615155,3.58000000,535.62,0.54,5.36,-131.3
2026-08-26T13:32:01+00:00,TRXINR,buy,33.524754,21.20000000,710.72,0.71,0.00,
2026-08-26T13:32:01+00:00,CAKEINR,buy,172.606260,3.72000000,642.10,0.64,0.00,
2026-08-26T13:32:01+00:00,JUPINR,buy,21.960975,26.30000000,577.57,0.58,0.00,
2026-08-26T13:32:01+00:00,RIFINR,buy,7.962979,65.00000000,517.59,0.52,0.00,
2026-08-26T15:57:41+00:00,TRUMPINR,sell,215.022435,3.26500000,702.05,0.70,7.02,-168.86
2026-08-26T15:57:41+00:00,TRBINR,sell,1693.752700,0.37800000,640.24,0.64,6.40,-193.76
2026-08-26T15:57:41+00:00,ICPINR,sell,232.883500,2.51000000,584.54,0.58,5.85,-207.2
2026-08-26T15:57:41+00:00,FARTCOININR,buy,19.258624,34.21000000,658.84,0.66,0.00,
2026-08-26T15:57:41+00:00,TRXINR,sell,33.049467,21.20000000,700.65,0.70,7.01,-218.69
2026-08-26T15:57:41+00:00,GASINR,buy,131.162549,5.04930000,662.28,0.66,0.00,
2026-08-26T15:57:41+00:00,CAKEINR,sell,168.395760,3.72000000,626.43,0.63,6.26,-235.62
2026-08-26T15:57:41+00:00,JUPINR,sell,21.316337,26.30000000,560.62,0.56,5.61,-253.71
2026-08-26T15:57:41+00:00,SUSHIINR,buy,19.890940,35.80000000,712.10,0.71,0.00,
2026-08-26T15:57:41+00:00,PUMPINR,buy,0.473837,1355.00000000,642.05,0.64,0.00,
2026-08-26T15:57:41+00:00,BRISEINR,buy,0.000002,356020490.00000000,577.93,0.58,0.00,
2026-08-26T18:23:52+00:00,BTCINR,buy,7810122.409650,0.00006000,468.61,0.47,0.00,
2026-08-26T18:23:52+00:00,GASINR,sell,125.692122,5.04930000,634.66,0.63,6.35,-282.63
2026-08-26T18:23:52+00:00,RIFINR,sell,7.816090,65.00000000,508.05,0.51,5.08,-293.2
2026-08-26T18:23:52+00:00,SUSHIINR,sell,19.232379,35.80000000,688.52,0.69,6.89,-318.18
2026-08-26T18:23:52+00:00,SEIINR,buy,4.585892,142.60000000,653.95,0.65,0.00,
2026-08-26T18:23:53+00:00,TOKENINR,buy,0.219210,2686.06540000,588.81,0.59,0.00,
2026-08-26T20:37:58+00:00,ETHINR,buy,245922.799950,0.00210000,516.44,0.52,0.00,
2026-08-26T20:37:58+00:00,SEIINR,sell,4.539229,142.60000000,647.29,0.65,6.47,-326.14
2026-08-26T20:37:58+00:00,PUMPINR,sell,0.460450,1355.00000000,623.91,0.62,6.24,-345.54
2026-08-26T20:37:59+00:00,TOSHIINR,buy,0.012624,47835.00000000,603.88,0.60,0.00,
2026-08-26T20:38:00+00:00,TOKENINR,sell,0.215592,2686.06540000,579.09,0.58,5.79,-356.43
2026-08-27T00:06:14+00:00,SOLINR,buy,10073.134050,0.05900000,594.31,0.59,0.00,
2026-08-27T00:06:14+00:00,BNBINR,buy,70281.323100,0.00700000,491.97,0.49,0.00,
2026-08-27T00:06:14+00:00,FARTCOININR,sell,21.240375,34.21000000,726.63,0.73,7.27,-290.02
2026-08-27T00:06:14+00:00,ONDOINR,buy,37.532757,15.00000000,562.99,0.56,0.00,
2026-08-27T00:06:14+00:00,NEARINR,buy,189.674790,2.60000000,493.15,0.49,0.00,
2026-08-27T10:29:27+00:00,BTCINR,sell,7933415.707800,0.00006000,476.00,0.48,4.76,-283.56
2026-08-27T10:29:27+00:00,SOLINR,sell,10366.814000,0.05900000,611.64,0.61,6.12,-267.44
2026-08-27T10:29:27+00:00,XRPINR,buy,143.318624,3.90000000,558.94,0.56,0.00,
2026-08-27T10:29:27+00:00,LINKINR,buy,1190.584995,0.42000000,500.05,0.50,0.00,
2026-08-28T05:57:51+00:00,XRPINR,sell,141.408261,3.90000000,551.49,0.55,5.51,-276.0
2026-08-28T05:57:51+00:00,TRUMPINR,buy,274.106985,1.87600000,514.22,0.51,0.00,
2026-08-28T05:57:51+00:00,NEARINR,sell,186.086910,2.60000000,483.83,0.48,4.84,-286.31
2026-08-28T05:57:51+00:00,DOTINR,buy,87.142550,5.86030000,510.68,0.51,0.00,
2026-08-28T05:57:51+00:00,ONDOINR,sell,36.633674,15.00000000,549.51,0.55,5.50,-300.91
2026-08-28T05:57:51+00:00,TRXINR,buy,33.983983,15.10000000,513.16,0.51,0.00,
