timestamp_utc,asset,side,price_inr,quantity,notional_inr,fee_inr,tds_inr,realized_pnl_inr
2026-08-25T14:08:56+00:00,TRUMPINR,buy,231.845865,21.54400000,4994.89,4.99,0.00,
2026-08-25T14:08:56+00:00,DOTINR,buy,87.046501,28.69220000,2497.56,2.50,0.00,
2026-08-25T14:08:56+00:00,ADAINR,buy,21.346668,58.50000000,1248.78,1.25,0.00,
2026-08-25T14:08:56+00:00,CHRINR,buy,1.516858,411.00000000,623.43,0.62,0.00,
2026-08-25T15:12:05+00:00,CHRINR,sell,1.451674,411.00000000,596.64,0.60,5.97,-28.01
2026-08-25T17:03:50+00:00,SUIINR,buy,78.733347,7.70000000,606.25,0.61,0.00,
2026-08-25T17:03:50+00:00,TRUMPINR,sell,226.756565,21.54400000,4885.24,4.89,48.85,-147.53
2026-08-25T17:53:01+00:00,BOMEINR,buy,0.108266,25101.00000000,2717.59,2.72,0.00,
2026-08-25T21:51:01+00:00,TRUMPINR,buy,221.910900,6.12300000,1358.76,1.36,0.00,
2026-08-25T21:51:01+00:00,SUIINR,sell,75.289337,7.70000000,579.73,0.58,5.80,-175.24
2026-08-25T21:51:01+00:00,ADAINR,sell,20.810590,58.50000000,1217.42,1.22,12.17,-209.07
2026-08-25T21:51:01+00:00,DOGEINR,buy,8.684440,180.00000000,1563.20,1.56,0.00,
2026-08-25T21:51:01+00:00,ARBINR,buy,9.233614,85.00000000,784.86,0.78,0.00,
2026-08-25T21:51:01+00:00,BOMEINR,sell,0.105266,25101.00000000,2642.29,2.64,26.42,-289.72
2026-08-25T21:51:01+00:00,BONKINR,buy,0.000304,5580843.00000000,1698.54,1.70,0.00,
2026-08-26T02:07:30+00:00,TRUMPINR,sell,216.041925,6.12300000,1322.82,1.32,13.23,-328.34
2026-08-26T02:07:30+00:00,SUIINR,buy,76.370166,19.60000000,1496.86,1.50,0.00,
2026-08-26T02:07:30+00:00,DOTINR,sell,84.957500,28.69220000,2437.62,2.44,24.38,-393.21
