timestamp_utc,asset,side,price_inr,quantity,notional_inr,fee_inr,tds_inr,realized_pnl_inr
2026-08-29T07:00:33+00:00,RIFINR,buy,7.357677,2715.00000000,19976.09,19.98,0.00,
