timestamp_utc,asset,side,price_inr,quantity,notional_inr,fee_inr,tds_inr,realized_pnl_inr
2026-08-28T18:06:26+00:00,BTCINR,buy,7822369.330050,0.00038000,2972.50,2.97,0.00,
2026-08-28T18:06:26+00:00,ETHINR,buy,245496.186750,0.00850000,2086.72,2.09,0.00,
2026-08-28T18:06:26+00:00,SOLINR,buy,10522.058400,0.14000000,1473.09,1.47,0.00,
2026-08-28T18:06:26+00:00,BNBINR,buy,69505.235250,0.01400000,973.07,0.97,0.00,
2026-08-28T18:06:26+00:00,USDTINR,buy,100.090020,7.44000000,744.67,0.74,0.00,
2026-08-28T18:06:26+00:00,TRUMPINR,buy,274.267065,1.90300000,521.93,0.52,0.00,
2026-08-28T18:56:04+00:00,BTCINR,sell,7740962.482550,0.00038000,2941.57,2.94,29.42,-36.85
2026-08-28T18:56:04+00:00,ETHINR,sell,242300.689050,0.00850000,2059.56,2.06,20.60,-68.16
2026-08-28T18:56:04+00:00,SOLINR,sell,10295.949450,0.14000000,1441.43,1.44,14.41,-102.73
2026-08-28T18:56:04+00:00,BNBINR,sell,68392.586600,0.01400000,957.50,0.96,9.57,-120.23
2026-08-28T18:56:04+00:00,TRUMPINR,sell,257.011430,1.90300000,489.09,0.49,4.89,-154.08
2026-08-28T18:56:04+00:00,XRPINR,buy,137.812872,19.60000000,2701.13,2.70,0.00,
2026-08-28T18:56:04+00:00,LINKINR,buy,1144.321875,1.65000000,1888.13,1.89,0.00,
2026-08-28T18:56:04+00:00,NEARINR,buy,182.611260,7.20000000,1314.80,1.31,0.00,
2026-08-28T18:56:04+00:00,SUIINR,buy,74.150056,12.50000000,926.88,0.93,0.00,
2026-08-28T18:56:04+00:00,ONDOINR,buy,35.564773,18.40000000,654.39,0.65,0.00,
2026-08-29T02:26:05+00:00,NEARINR,sell,180.669620,7.20000000,1300.82,1.30,13.01,-170.68
2026-08-29T02:26:05+00:00,ICPINR,buy,242.000940,3.48000000,842.16,0.84,0.00,
2026-08-29T02:26:05+00:00,TRXINR,buy,34.366174,17.20000000,591.10,0.59,0.00,
2026-08-29T05:34:24+00:00,TRXINR,sell,33.927028,17.20000000,583.54,0.58,5.84,-179.41
2026-08-29T05:34:24+00:00,DOTINR,buy,85.153555,6.89020000,586.73,0.59,0.00,
