rank,account,entry_mode,entry_rsi,exit_rsi,take_profit_pct,stop_loss_pct,position_size_pct,max_hold_hours,value_inr,cash_inr,holdings_inr,realized_pnl_inr,trades
280,acc_409,momentum,33.0,68.0,6.0,1.5,10.0,336.0,9245.93,4916.29,4329.64,-473.88,116
281,acc_217,dip,40.0,76.0,8.0,2.0,10.0,72.0,9245.18,4949.09,4296.09,-540.95,77
282,acc_214,dip,40.0,72.0,10.0,5.0,20.0,72.0,9237.29,2098.18,7139.11,-533.78,50
283,acc_316,momentum,22.0,76.0,5.0,1.5,80.0,336.0,9233.8,307.15,8926.65,-511.82,21
284,acc_284,momentum,18.0,68.0,5.0,2.0,80.0,336.0,9231.88,603.79,8628.09,-469.7,24
285,acc_133,dip,30.0,68.0,2.0,1.5,40.0,336.0,9225.75,5602.25,3623.51,-490.48,11
286,acc_486,momentum,45.0,72.0,2.0,3.0,20.0,336.0,9220.31,2387.25,6833.06,-408.49,97
287,acc_100,dip,25.0,85.0,10.0,5.0,80.0,72.0,9218.76,9218.76,0,-692.07,4
288,acc_377,momentum,30.0,60.0,6.0,2.0,10.0,336.0,9207.25,4684.21,4523.04,-419.9,126
289,acc_357,momentum,28.0,64.0,12.0,5.0,50.0,0.0,9201.23,540.39,8660.84,-337.07,42
290,acc_369,momentum,28.0,80.0,4.0,1.5,10.0,168.0,9196.4,4916.99,4279.41,-531.19,104
291,acc_350,momentum,25.0,85.0,15.0,1.5,20.0,168.0,9196.38,2383.33,6813.05,-738.43,70
292,acc_190,dip,36.0,76.0,2.0,1.5,20.0,72.0,9196.04,4740.88,4455.16,-458.15,53
293,acc_156,dip,33.0,64.0,6.0,1.5,80.0,168.0,9194.44,376.81,8817.63,-289.93,18
294,acc_130,dip,30.0,64.0,3.0,3.0,50.0,336.0,9187.85,4663.67,4524.18,-485.36,11
295,acc_127,dip,30.0,60.0,5.0,1.0,60.0,168.0,9187.12,3741.45,5445.68,-398.91,11
296,acc_135,dip,30.0,68.0,8.0,1.5,60.0,168.0,9187.12,3741.45,5445.68,-398.91,11
297,acc_497,momentum,45.0,85.0,3.0,2.0,10.0,336.0,9184.07,4776.49,4407.58,-502.73,108
298,acc_438,momentum,36.0,72.0,8.0,2.0,20.0,168.0,9180.25,2127.87,7052.37,-586.3,94
299,acc_479,momentum,45.0,64.0,2.0,5.0,60.0,720.0,9172.88,620.8,8552.09,-356.89,37
300,acc_355,momentum,28.0,64.0,4.0,5.0,30.0,72.0,9170.79,1656.26,7514.54,-447.17,74
301,acc_421,momentum,33.0,80.0,12.0,2.0,50.0,0.0,9168.66,966.11,8202.55,-756.46,33
302,acc_404,momentum,33.0,64.0,2.0,2.0,80.0,336.0,9166.39,342.18,8824.21,-488.22,31
303,acc_436,momentum,36.0,72.0,2.0,1.5,80.0,720.0,9158.48,314.25,8844.23,-512.47,29
304,acc_218,dip,40.0,76.0,12.0,5.0,50.0,336.0,9143.49,567.46,8576.03,-838.03,28
305,acc_182,dip,36.0,64.0,12.0,1.0,20.0,72.0,9138.19,4280.74,4857.44,-549.67,54
306,acc_376,momentum,30.0,60.0,3.0,5.0,40.0,72.0,9137.1,1249.89,7887.21,-414.99,79
307,acc_108,dip,28.0,68.0,2.0,1.0,80.0,72.0,9135.06,9135.06,0,-626.98,8
308,acc_356,momentum,28.0,64.0,8.0,1.5,80.0,336.0,9134.66,558.51,8576.15,-513.12,30
309,acc_325,momentum,22.0,85.0,15.0,1.0,50.0,0.0,9134.47,665.89,8468.58,-778.23,65
310,acc_277,momentum,18.0,60.0,5.0,5.0,40.0,720.0,9129.96,1018.32,8111.64,-361.5,75
311,acc_159,dip,33.0,68.0,4.0,5.0,60.0,168.0,9126.16,1487.03,7639.14,-485.87,18
312,acc_216,dip,40.0,76.0,4.0,5.0,40.0,0.0,9125.37,1043.17,8082.2,-542.28,46
313,acc_406,momentum,33.0,64.0,8.0,3.0,20.0,168.0,9124.58,2304.28,6820.29,-482.98,99
314,acc_431,momentum,36.0,64.0,8.0,3.0,60.0,720.0,9113.97,525.42,8588.55,-498.2,41
315,acc_210,dip,40.0,68.0,8.0,3.0,50.0,336.0,9099.01,860.95,8238.06,-539.87,42
316,acc_194,dip,36.0,80.0,3.0,1.5,50.0,336.0,9095.71,1151.19,7944.52,-415.19,43
317,acc_276,momentum,18.0,60.0,3.0,1.5,80.0,168.0,9095.01,295.42,8799.59,-507.14,39
318,acc_307,momentum,22.0,64.0,12.0,3.0,30.0,72.0,9094.97,1453.82,7641.15,-480.26,97
319,acc_371,momentum,28.0,80.0,12.0,1.5,30.0,72.0,9090.71,1384.79,7705.92,-644.68,90
320,acc_274,momentum,15.0,85.0,8.0,1.5,50.0,720.0,9089.44,648.46,8440.98,-774.63,41
321,acc_343,momentum,25.0,76.0,15.0,2.0,60.0,720.0,9087.02,385.51,8701.5,-733.86,26
322,acc_442,momentum,36.0,76.0,10.0,2.0,60.0,0.0,9087.02,385.51,8701.5,-733.86,26
323,acc_326,momentum,25.0,60.0,3.0,3.0,20.0,168.0,9086.87,2339.07,6747.8,-463.89,113
324,acc_254,momentum,15.0,60.0,15.0,5.0,20.0,72.0,9077.76,2155.22,6922.54,-494.26,106
325,acc_076,dip,25.0,60.0,2.0,1.5,80.0,72.0,9077.47,9077.47,0,-773.26,4
326,acc_084,dip,25.0,68.0,4.0,2.0,80.0,72.0,9077.47,9077.47,0,-773.26,4
327,acc_092,dip,25.0,76.0,6.0,3.0,80.0,72.0,9077.47,9077.47,0,-773.26,4
328,acc_206,dip,40.0,64.0,6.0,3.0,20.0,72.0,9073.84,2859.64,6214.2,-598.29,67
329,acc_400,momentum,30.0,85.0,15.0,2.0,40.0,72.0,9065.15,1093.53,7971.61,-795.44,49
330,acc_299,momentum,18.0,85.0,8.0,2.0,30.0,72.0,9061.4,1503.66,7557.74,-725.51,73
331,acc_330,momentum,25.0,64.0,4.0,3.0,50.0,720.0,9058.52,522.97,8535.54,-481.28,65
332,acc_378,momentum,30.0,60.0,10.0,5.0,50.0,720.0,9053.92,637.07,8416.85,-382.64,59
333,acc_441,momentum,36.0,76.0,6.0,1.0,10.0,336.0,9039.45,4746.06,4293.39,-571.58,136
334,acc_489,momentum,45.0,72.0,15.0,1.5,10.0,336.0,9036.69,4551.94,4484.76,-703.42,122
335,acc_209,dip,40.0,68.0,5.0,1.5,10.0,72.0,9031.69,4876.92,4154.77,-675.35,89
336,acc_474,momentum,40.0,85.0,10.0,1.5,60.0,0.0,9029.6,558.23,8471.37,-866.41,38
337,acc_279,momentum,18.0,60.0,15.0,5.0,60.0,336.0,9028.03,399.37,8628.66,-434.37,44
338,acc_342,momentum,25.0,76.0,10.0,1.0,20.0,168.0,9026.92,2306.52,6720.4,-721.22,113
339,acc_358,momentum,28.0,68.0,3.0,2.0,20.0,168.0,9024.59,2135.97,6888.62,-534.92,127
340,acc_183,dip,36.0,68.0,2.0,2.0,60.0,168.0,9023.39,586.44,8436.94,-474.81,37
341,acc_293,momentum,18.0,76.0,15.0,1.5,40.0,720.0,9009.51,1093.03,7916.49,-811.37,62
342,acc_423,momentum,33.0,85.0,5.0,2.0,60.0,720.0,9007.72,641.75,8365.97,-671.86,36
343,acc_328,momentum,25.0,60.0,10.0,3.0,40.0,0.0,9004.53,909.69,8094.84,-456.92,88
344,acc_148,dip,30.0,85.0,4.0,1.0,80.0,168.0,8999.12,1844.01,7155.11,-471.03,11
345,acc_341,momentum,25.0,76.0,5.0,2.0,50.0,0.0,8993.47,758.78,8234.69,-726.88,56
346,acc_463,momentum,40.0,72.0,8.0,2.0,60.0,720.0,8988.97,661.97,8327.01,-751.83,32
347,acc_351,momentum,28.0,60.0,3.0,3.0,60.0,720.0,8984.64,414.0,8570.64,-435.97,68
348,acc_204,dip,40.0,60.0,15.0,2.0,80.0,168.0,8979.58,300.58,8679.0,-493.79,37
349,acc_235,dip,45.0,68.0,8.0,5.0,30.0,0.0,8979.31,1269.21,7710.1,-838.9,57
350,acc_477,momentum,45.0,60.0,6.0,5.0,50.0,72.0,8970.33,502.07,8468.26,-453.73,78
351,acc_263,momentum,15.0,72.0,6.0,2.0,60.0,336.0,8966.72,424.77,8541.94,-693.77,43
352,acc_212,dip,40.0,72.0,3.0,3.0,80.0,168.0,8960.21,274.03,8686.18,-579.76,32
353,acc_429,momentum,36.0,64.0,2.0,3.0,50.0,0.0,8953.4,914.09,8039.31,-522.01,74
354,acc_427,momentum,36.0,60.0,6.0,3.0,30.0,168.0,8942.36,1375.62,7566.73,-562.35,108
355,acc_332,momentum,25.0,64.0,12.0,3.0,80.0,336.0,8922.77,165.47,8757.3,-641.03,31
356,acc_484,momentum,45.0,68.0,6.0,2.0,80.0,720.0,8919.39,307.14,8612.25,-636.06,27
357,acc_383,momentum,30.0,68.0,3.0,2.0,60.0,720.0,8919.04,444.78,8474.26,-657.86,53
358,acc_162,dip,33.0,72.0,3.0,2.0,50.0,336.0,8912.86,2261.82,6651.04,-627.49,22
359,acc_348,momentum,25.0,85.0,5.0,1.0,80.0,336.0,8908.98,319.65,8589.33,-566.29,51
360,acc_201,dip,40.0,60.0,3.0,1.0,10.0,72.0,8903.24,5005.16,3898.09,-732.2,104
361,acc_165,dip,33.0,76.0,2.0,1.0,40.0,720.0,8903.14,3244.33,5658.81,-700.19,22
362,acc_237,dip,45.0,72.0,3.0,5.0,40.0,720.0,8900.93,755.16,8145.78,-788.39,61
363,acc_281,momentum,18.0,64.0,8.0,1.0,10.0,168.0,8896.72,4709.92,4186.8,-592.95,178
364,acc_339,momentum,25.0,72.0,12.0,2.0,30.0,72.0,8895.13,1465.5,7429.63,-772.82,92
365,acc_392,momentum,30.0,76.0,10.0,1.5,40.0,72.0,8890.47,824.98,8065.48,-749.21,79
366,acc_184,dip,36.0,68.0,5.0,1.0,30.0,720.0,8888.73,3080.19,5808.54,-651.27,55
367,acc_320,momentum,22.0,80.0,6.0,2.0,40.0,0.0,8884.49,1202.91,7681.58,-831.09,64
368,acc_223,dip,40.0,85.0,4.0,2.0,60.0,336.0,8878.36,374.56,8503.8,-577.15,59
369,acc_186,dip,36.0,68.0,15.0,1.0,50.0,336.0,8876.8,929.11,7947.69,-683.88,42
370,acc_375,momentum,28.0,85.0,15.0,1.5,60.0,720.0,8872.58,503.8,8368.77,-1000.13,49
371,acc_188,dip,36.0,72.0,6.0,1.0,80.0,168.0,8865.1,360.24,8504.86,-628.77,28
372,acc_329,momentum,25.0,64.0,2.0,1.5,10.0,168.0,8859.43,4526.19,4333.25,-658.44,180
373,acc_314,momentum,22.0,72.0,12.0,1.5,50.0,720.0,8857.39,621.99,8235.4,-864.53,57
374,acc_413,momentum,33.0,72.0,8.0,1.5,50.0,0.0,8857.39,621.99,8235.4,-864.53,57
375,acc_221,dip,40.0,80.0,10.0,2.0,40.0,720.0,8850.05,912.47,7937.58,-974.66,66
376,acc_424,momentum,33.0,85.0,10.0,1.0,40.0,72.0,8836.22,907.13,7929.09,-809.64,107
377,acc_151,dip,33.0,60.0,2.0,3.0,60.0,168.0,8836.05,1439.56,7396.48,-649.43,22
378,acc_362,momentum,28.0,72.0,4.0,2.0,50.0,720.0,8833.78,586.6,8247.18,-778.28,72
379,acc_470,momentum,40.0,80.0,8.0,1.5,20.0,336.0,8831.36,2118.12,6713.23,-923.31,109
380,acc_459,momentum,40.0,68.0,6.0,2.0,30.0,168.0,8826.77,1392.67,7434.11,-766.28,111
381,acc_264,momentum,15.0,72.0,12.0,1.0,40.0,0.0,8822.48,966.58,7855.9,-678.86,123
382,acc_250,dip,45.0,85.0,12.0,3.0,50.0,720.0,8816.87,705.43,8111.44,-1048.37,54
383,acc_419,momentum,33.0,80.0,4.0,2.0,30.0,168.0,8810.86,1310.55,7500.31,-850.26,92
384,acc_373,momentum,28.0,85.0,5.0,1.5,50.0,0.0,8808.09,750.11,8057.98,-895.95,61
385,acc_241,dip,45.0,76.0,5.0,1.0,10.0,168.0,8802.18,4553.11,4249.06,-846.92,134
386,acc_401,momentum,33.0,60.0,4.0,1.0,10.0,336.0,8779.64,4613.47,4166.17,-679.78,192
387,acc_270,momentum,15.0,80.0,6.0,1.5,20.0,72.0,8779.06,2133.96,6645.1,-800.49,127
388,acc_252,momentum,15.0,60.0,5.0,3.0,80.0,168.0,8777.16,620.25,8156.91,-656.82,42
389,acc_440,momentum,36.0,76.0,3.0,2.0,40.0,72.0,8773.82,807.02,7966.79,-840.52,85
390,acc_278,momentum,18.0,60.0,10.0,2.0,20.0,72.0,8764.02,2177.36,6586.67,-648.6,177
391,acc_361,momentum,28.0,72.0,2.0,1.0,10.0,168.0,8760.9,4590.93,4169.97,-771.51,176
392,acc_360,momentum,28.0,68.0,10.0,2.0,40.0,72.0,8735.38,951.7,7783.68,-863.46,87
393,acc_261,momentum,15.0,68.0,15.0,2.0,40.0,720.0,8733.09,942.57,7790.51,-867.55,88
394,acc_322,momentum,22.0,85.0,2.0,2.0,50.0,720.0,8705.37,614.88,8090.49,-801.15,85
395,acc_259,momentum,15.0,68.0,5.0,2.0,30.0,0.0,8689.87,1181.01,7508.86,-871.28,111
396,acc_310,momentum,22.0,68.0,10.0,1.5,20.0,72.0,8681.41,2156.47,6524.93,-849.75,155
397,acc_482,momentum,45.0,64.0,15.0,2.0,60.0,0.0,8680.17,433.52,8246.66,-704.64,74
398,acc_285,momentum,18.0,68.0,10.0,1.0,40.0,720.0,8674.87,1031.79,7643.08,-811.3,143
399,acc_246,dip,45.0,80.0,10.0,3.0,20.0,72.0,8671.12,2211.66,6459.46,-1066.9,87
400,acc_363,momentum,28.0,72.0,8.0,1.0,30.0,72.0,8664.58,1302.69,7361.89,-769.36,147
401,acc_346,momentum,25.0,80.0,12.0,1.0,50.0,720.0,8655.48,622.95,8032.54,-931.1,101
402,acc_291,momentum,18.0,76.0,5.0,1.5,30.0,72.0,8653.8,1187.92,7465.88,-760.19,143
403,acc_464,momentum,40.0,72.0,15.0,1.0,40.0,72.0,8635.3,1043.04,7592.26,-861.5,133
404,acc_487,momentum,45.0,72.0,5.0,1.0,80.0,0.0,8631.67,146.17,8485.5,-734.82,59
405,acc_219,dip,40.0,80.0,3.0,2.0,30.0,0.0,8627.65,1379.8,7247.85,-848.32,89
406,acc_238,dip,45.0,72.0,6.0,2.0,20.0,72.0,8623.34,2133.15,6490.19,-981.08,117
407,acc_208,dip,40.0,68.0,2.0,3.0,40.0,0.0,8620.02,1632.02,6988.0,-898.44,65
408,acc_480,momentum,45.0,64.0,5.0,2.0,40.0,72.0,8618.97,972.25,7646.72,-759.81,130
409,acc_390,momentum,30.0,76.0,3.0,1.5,20.0,168.0,8607.58,2583.8,6023.79,-849.17,159
410,acc_491,momentum,45.0,76.0,6.0,1.5,30.0,168.0,8596.34,1318.67,7277.67,-989.06,118
411,acc_303,momentum,22.0,60.0,10.0,2.0,60.0,336.0,8594.9,395.54,8199.36,-809.22,79
412,acc_402,momentum,33.0,60.0,6.0,2.0,60.0,0.0,8594.9,395.54,8199.36,-809.22,79
413,acc_461,momentum,40.0,72.0,2.0,2.0,50.0,72.0,8583.81,683.06,7900.75,-886.06,94
414,acc_445,momentum,36.0,80.0,8.0,1.0,50.0,72.0,8573.87,753.4,7820.47,-976.53,106
415,acc_478,momentum,45.0,60.0,12.0,2.0,20.0,336.0,8563.25,2095.97,6467.28,-843.97,179
416,acc_202,dip,40.0,60.0,5.0,2.0,50.0,336.0,8557.94,1192.47,7365.47,-895.4,67
417,acc_384,momentum,30.0,68.0,6.0,1.0,40.0,72.0,8552.44,899.56,7652.88,-750.77,162
418,acc_379,momentum,30.0,64.0,2.0,2.0,30.0,72.0,8543.96,1343.68,7200.28,-827.91,147
419,acc_242,dip,45.0,76.0,8.0,2.0,50.0,720.0,8537.59,682.92,7854.67,-1196.37,75
420,acc_282,momentum,18.0,64.0,12.0,2.0,50.0,720.0,8525.89,876.74,7649.15,-850.06,96
421,acc_381,momentum,30.0,64.0,8.0,2.0,50.0,0.0,8525.89,876.74,7649.15,-850.06,96
422,acc_333,momentum,25.0,68.0,3.0,1.5,50.0,0.0,8515.82,773.13,7742.68,-987.88,93
423,acc_335,momentum,25.0,68.0,10.0,1.5,60.0,720.0,8514.22,357.05,8157.17,-1039.97,81
424,acc_207,dip,40.0,64.0,12.0,1.0,60.0,336.0,8506.24,769.3,7736.94,-998.22,65
425,acc_211,dip,40.0,68.0,15.0,1.5,30.0,0.0,8503.75,1211.98,7291.78,-1089.44,87
426,acc_268,momentum,15.0,76.0,15.0,1.0,80.0,168.0,8500.93,548.28,7952.65,-929.01,55
427,acc_388,momentum,30.0,72.0,8.0,1.0,80.0,336.0,8500.93,548.28,7952.65,-929.01,55
428,acc_323,momentum,22.0,85.0,5.0,1.0,30.0,72.0,8496.0,1342.05,7153.95,-902.74,165
429,acc_331,momentum,25.0,64.0,8.0,1.5,30.0,72.0,8493.26,1431.09,7062.16,-820.19,178
430,acc_312,momentum,22.0,72.0,4.0,1.5,40.0,0.0,8489.86,843.18,7646.68,-943.63,126
431,acc_434,momentum,36.0,68.0,6.0,1.5,60.0,0.0,8488.57,371.07,8117.5,-989.34,86
432,acc_344,momentum,25.0,80.0,4.0,1.0,40.0,0.0,8482.71,991.34,7491.37,-819.89,171
433,acc_367,momentum,28.0,76.0,10.0,1.0,60.0,720.0,8481.03,416.41,8064.63,-992.09,86
434,acc_230,dip,45.0,64.0,4.0,1.5,20.0,72.0,8470.75,2386.34,6084.41,-1011.58,142
435,acc_231,dip,45.0,64.0,6.0,3.0,60.0,336.0,8466.49,672.91,7793.58,-1000.04,66
436,acc_295,momentum,18.0,80.0,6.0,1.5,60.0,336.0,8464.58,417.59,8046.99,-1012.83,83
437,acc_472,momentum,40.0,85.0,3.0,1.5,40.0,72.0,8455.24,921.9,7533.35,-1002.76,120
438,acc_224,dip,40.0,85.0,8.0,1.0,40.0,0.0,8442.7,1193.08,7249.62,-1262.03,78
439,acc_466,momentum,40.0,76.0,6.0,1.0,60.0,0.0,8442.7,447.87,7994.83,-910.37,93
440,acc_455,momentum,40.0,64.0,5.0,1.5,60.0,720.0,8437.72,534.24,7903.48,-935.12,94
441,acc_411,momentum,33.0,72.0,2.0,1.5,30.0,168.0,8423.64,1516.96,6906.68,-930.97,166
442,acc_227,dip,45.0,60.0,5.0,3.0,30.0,0.0,8421.65,1179.6,7242.05,-1083.06,103
443,acc_203,dip,40.0,60.0,10.0,1.0,30.0,0.0,8414.31,1713.09,6701.22,-1095.62,93
444,acc_481,momentum,45.0,64.0,10.0,1.0,10.0,336.0,8409.3,4613.61,3795.69,-1047.77,199
445,acc_476,momentum,45.0,60.0,4.0,1.5,80.0,720.0,8400.82,441.52,7959.3,-744.55,53
446,acc_365,momentum,28.0,76.0,3.0,1.0,50.0,0.0,8370.59,528.93,7841.65,-927.66,131
447,acc_301,momentum,22.0,60.0,3.0,2.0,50.0,0.0,8369.08,974.17,7394.91,-949.54,123
448,acc_308,momentum,22.0,68.0,3.0,1.0,80.0,336.0,8368.11,334.12,8033.99,-859.43,72
449,acc_287,momentum,18.0,72.0,4.0,1.0,60.0,336.0,8366.07,576.56,7789.51,-909.74,97
450,acc_493,momentum,45.0,80.0,2.0,1.5,50.0,72.0,8360.42,516.28,7844.14,-933.15,111
451,acc_485,momentum,45.0,68.0,12.0,1.0,50.0,72.0,8357.29,668.76,7688.53,-926.9,128
452,acc_430,momentum,36.0,64.0,5.0,1.5,20.0,168.0,8344.44,2276.16,6068.27,-1030.2,196
453,acc_280,momentum,18.0,64.0,4.0,2.0,40.0,0.0,8342.5,909.03,7433.47,-1033.46,113
454,acc_248,dip,45.0,85.0,4.0,3.0,40.0,0.0,8329.15,1029.64,7299.51,-1176.77,89
455,acc_222,dip,40.0,85.0,2.0,1.0,20.0,72.0,8324.89,2251.62,6073.26,-1133.5,107
456,acc_272,momentum,15.0,85.0,2.0,1.5,40.0,0.0,8320.9,1037.56,7283.34,-1020.83,139
457,acc_453,momentum,40.0,60.0,12.0,1.5,50.0,72.0,8294.68,658.29,7636.39,-983.04,146
458,acc_262,momentum,15.0,72.0,4.0,1.0,20.0,72.0,8283.12,2046.53,6236.59,-1028.74,209
459,acc_483,momentum,45.0,68.0,4.0,1.0,30.0,168.0,8275.17,1405.4,6869.77,-1003.41,198
460,acc_428,momentum,36.0,60.0,12.0,1.0,80.0,720.0,8273.57,176.87,8096.7,-654.77,87
461,acc_415,momentum,33.0,76.0,3.0,1.5,60.0,720.0,8266.6,381.04,7885.55,-1097.18,90
462,acc_394,momentum,30.0,80.0,4.0,1.5,60.0,0.0,8261.57,546.79,7714.78,-1191.07,85
463,acc_229,dip,45.0,60.0,15.0,3.0,40.0,720.0,8248.93,760.72,7488.21,-1190.58,97
464,acc_432,momentum,36.0,64.0,15.0,1.5,40.0,72.0,8238.69,843.02,7395.68,-1049.94,157
465,acc_422,momentum,33.0,85.0,3.0,1.0,20.0,168.0,8238.06,2094.39,6143.67,-1044.89,225
466,acc_213,dip,40.0,72.0,6.0,1.5,40.0,720.0,8237.1,1123.56,7113.54,-1254.72,83
467,acc_451,momentum,40.0,60.0,4.0,1.5,30.0,168.0,8231.12,1418.06,6813.07,-1029.81,196
468,acc_243,dip,45.0,76.0,15.0,1.0,30.0,0.0,8231.05,1450.97,6780.08,-1461.96,123
469,acc_266,momentum,15.0,76.0,5.0,1.0,50.0,720.0,8229.79,944.01,7285.79,-1045.13,138
470,acc_354,momentum,28.0,64.0,2.0,1.5,50.0,720.0,8226.15,862.65,7363.49,-1068.89,134
471,acc_382,momentum,30.0,64.0,15.0,1.0,20.0,168.0,8220.37,2199.28,6021.09,-1000.07,234
472,acc_283,momentum,18.0,68.0,3.0,1.0,30.0,72.0,8211.36,1257.07,6954.29,-1012.69,192
473,acc_205,dip,40.0,64.0,4.0,1.0,40.0,720.0,8197.83,1550.98,6646.84,-1220.95,87
474,acc_251,momentum,15.0,60.0,3.0,1.5,30.0,0.0,8177.8,1395.76,6782.03,-1031.91,207
475,acc_447,momentum,36.0,85.0,3.0,1.0,60.0,720.0,8171.48,776.32,7395.16,-1089.22,107
476,acc_245,dip,45.0,80.0,6.0,1.0,40.0,720.0,8166.15,920.16,7245.98,-1349.24,122
477,acc_253,momentum,15.0,60.0,10.0,1.5,40.0,720.0,8165.15,1124.01,7041.14,-1049.49,175
478,acc_352,momentum,28.0,60.0,6.0,1.5,40.0,0.0,8165.15,1124.01,7041.14,-1049.49,175
479,acc_462,momentum,40.0,72.0,5.0,1.0,20.0,168.0,8163.52,2408.43,5755.09,-1170.19,204
480,acc_306,momentum,22.0,64.0,8.0,1.0,50.0,720.0,8143.66,598.71,7544.95,-977.05,151
481,acc_443,momentum,36.0,80.0,2.0,1.0,30.0,168.0,8139.22,1643.56,6495.65,-1009.45,215
482,acc_405,momentum,33.0,64.0,5.0,1.0,50.0,0.0,8137.28,598.71,7538.57,-977.05,151
483,acc_468,momentum,40.0,80.0,2.0,1.0,80.0,720.0,8074.34,388.75,7685.58,-953.26,75
484,acc_234,dip,45.0,68.0,5.0,1.5,50.0,336.0,8018.77,671.02,7347.75,-1361.03,103
485,acc_407,momentum,33.0,64.0,15.0,1.0,60.0,720.0,7998.95,746.91,7252.04,-1151.38,135
486,acc_302,momentum,22.0,60.0,6.0,1.0,20.0,72.0,7974.68,2077.06,5897.63,-1242.8,255
487,acc_386,momentum,30.0,72.0,2.0,1.0,50.0,720.0,7929.59,553.63,7375.96,-1196.81,167
488,acc_232,dip,45.0,64.0,12.0,1.5,40.0,0.0,7915.04,995.09,6919.95,-1477.87,114
489,acc_426,momentum,36.0,60.0,4.0,1.0,60.0,0.0,7839.95,506.29,7333.67,-1166.37,127
490,acc_255,momentum,15.0,64.0,4.0,1.5,60.0,336.0,7797.21,720.24,7076.96,-1386.89,128
491,acc_304,momentum,22.0,64.0,2.0,1.0,40.0,0.0,7790.7,999.39,6791.31,-1250.19,217
492,acc_240,dip,45.0,76.0,2.0,2.0,40.0,0.0,7767.92,1125.84,6642.08,-1605.42,119
493,acc_215,dip,40.0,76.0,2.0,1.5,60.0,336.0,7653.6,806.92,6846.68,-1642.91,74
494,acc_403,momentum,33.0,60.0,12.0,1.0,30.0,72.0,7603.46,1273.36,6330.1,-1424.35,251
495,acc_226,dip,45.0,60.0,3.0,1.0,50.0,336.0,7564.11,770.24,6793.87,-1660.82,126
496,acc_327,momentum,25.0,60.0,6.0,1.0,60.0,336.0,7559.46,342.95,7216.5,-1417.65,117
497,acc_236,dip,45.0,68.0,15.0,1.5,80.0,168.0,7542.47,223.39,7319.08,-1796.04,57
498,acc_244,dip,45.0,80.0,3.0,2.0,80.0,168.0,7440.06,261.3,7178.76,-1819.11,58
499,acc_247,dip,45.0,85.0,2.0,1.0,60.0,336.0,7277.08,422.12,6854.96,-1913.42,108
500,acc_228,dip,45.0,60.0,10.0,1.0,80.0,168.0,7234.76,288.88,6945.89,-1863.71,65
